,time_step,faith_pd
1,1,11.87171330682843
2,2,10.83066255961389
3,3,3.143876476297409
4,4,10.96586910952817
5,5,14.08867352273969
6,6,12.69032955036701
7,7,14.03509910220128
8,8,12.17818747938064
9,9,11.14756793295453
10,10,10.81146979495596
11,11,13.17843245549768
12,12,12.65878047170327
13,13,14.15932650680107
14,14,12.13330115473385
15,15,13.92020611405569
16,16,13.54294524043673
17,17,12.23422569459436
18,18,11.4058390340864
19,19,9.496723837736823
20,20,10.90738385868012
21,21,10.67025498328758
22,22,11.54605446968311
23,23,14.48445821165583
24,24,15.31991671032882
25,25,12.3231728249013
26,26,10.15181545201313
27,27,13.76609266098297
28,28,11.74968953264838
29,29,15.11707490470251
30,30,11.63659553234164
31,31,12.67650950588841
32,32,11.85210019847714
33,33,11.22767156230879
34,34,13.64994050757723
35,35,14.7886156144075
36,36,11.30656994228001
37,37,12.26503842296554
38,38,11.60820484005431
39,39,13.14977239794278
40,40,10.39634318804509
41,41,11.60560862750661
42,42,10.9505734493162
43,43,12.28166924570134
44,44,13.58203961779301
45,45,11.64630801070872
46,46,9.957847115432628
47,47,10.15709226830197
48,48,12.25950533312096
49,49,11.17728236726504
50,50,12.2532524919847
51,51,12.77462519707145
52,52,11.62521473168587
53,53,12.20930065672434
54,54,13.58267268287427
55,55,15.50261044468469
56,56,13.51235893899387
57,57,13.82670881510108
58,58,13.8630848194462
59,59,13.29052748436652
60,60,14.76677020978276
61,61,12.96779734303813
62,62,12.51171098922536
63,63,2.276868560383432
64,64,14.50795050692739
65,65,12.43013111032262
66,66,12.65540904109208
67,67,11.58804264720936
68,68,12.930782465213
69,69,11.49056288569999
70,70,13.16886414117502
71,71,14.4236624589958
72,72,11.83375836217525
73,73,12.8718428079816
74,74,17.80662943365438
75,75,14.8667786969945
76,76,18.58800627337327
77,77,12.13248221824304
78,78,8.46385523864618
79,79,11.08313499068478
80,80,11.04835934689608
81,81,13.18116039553966
82,82,13.12006238973954
83,83,13.70121293244189
84,84,11.16133282119751
85,85,9.607205652330435
86,86,10.32602789368759
87,87,9.549495372569153
88,88,12.54141840800012
89,89,3.41670082938029
90,90,13.54072711325834
91,91,13.99040772127424
92,92,13.87744196532574
93,93,14.77121627679451
94,94,14.10578070835652
95,95,13.21507672187041
96,96,13.22597916070407
97,97,12.16266929566338
98,98,12.99580136794486
99,99,12.1393085972462
100,100,14.16500732441799
101,101,15.37030948520546
102,102,14.44708000485674
103,103,14.06356917143821
104,104,14.66846916482423
105,105,12.09079988784898
106,106,13.57192229544477
107,107,11.70416865682129
108,108,13.88760618745417
109,109,13.37937922552319
110,110,14.50195532602549
111,111,11.46573121246236
112,112,10.62794871867964
113,113,12.08238159886103
114,114,9.53462791869133
115,115,9.835551078253877
116,116,11.64415208332414
117,117,11.31171750600908
118,118,13.22686569990365
119,119,13.53471832584637
120,120,13.70601520627952
121,121,13.88898174388398
122,122,14.00350891925274
123,123,14.27046679221049
124,124,15.31127836923818
125,125,12.98291914183632
126,126,15.07288446094019
127,127,11.24800701501361
128,128,11.76037881195746
129,129,11.83495480940901
130,130,12.62784472076234
131,131,13.29997357230638
132,132,12.92053214805686
133,133,11.33108873118598
134,134,11.16135553832419
135,135,11.89170828938695
136,136,10.28567359250743
137,137,12.86098475046076
138,138,11.72197023136781
139,139,12.69084847664935
140,140,12.77138649919726
141,141,13.40376529561218
142,142,14.94706593613938
143,143,11.57559411954496
144,144,11.46854334345936
145,145,12.54217693321128
146,146,10.40228495029749
147,147,11.78716845353497
148,148,4.201326440573081
149,149,13.94373317009487
150,150,15.76669250550887
151,151,13.93382459167069
152,152,14.74710625296373
153,153,16.08736063060196
154,154,15.95762742597778
155,155,14.20628222753832
156,156,14.92275273290599
157,157,16.42630851120305
158,158,15.751338898073
159,159,15.84806065593958
160,160,13.98534957922595
161,161,14.34434792731641
162,162,14.82749990216328
163,163,11.09435640674326
164,164,12.79291027399781
165,165,12.54624946419293
166,166,14.4587961726364
167,167,14.19287451398545
168,168,12.77867414693964
169,169,15.44611817308951
170,170,13.2112414324775
171,171,12.95641590324879
172,172,14.51156764155418
173,173,13.49719299337696
174,174,12.79730771525403
175,175,13.5275782263864
176,176,12.00787026519572
177,177,13.29799420222243
178,178,13.13188248830568
179,179,10.95892537258074
180,180,12.58918897349483
181,181,13.21847900611088
182,182,14.64416440500982
183,183,10.90302760590526
184,184,10.70722505061135
185,185,12.44203056539292
186,186,13.84803599876673
187,187,13.86612796176157
188,188,15.48016942264093
189,189,14.38000413913385
190,190,14.87179294313187
191,191,11.41468452952517
192,192,10.44443469781156
193,193,9.27860702516096
194,194,10.37374921615743
195,195,9.877962306942258
196,196,11.74980739671598
197,197,9.753102071023791
198,198,10.21289114845684
199,199,8.36849921081234
200,200,7.870292160590859
201,201,9.305504589984553
202,202,8.536837759854498
203,203,9.426809527914356
204,204,10.57667881874334
205,205,9.24697529385014
206,206,10.03836330095026
207,207,10.12395670308828
208,208,10.14912140075602
209,209,8.807780974944668
210,210,8.766511171561845
211,211,9.666240794396606
212,212,10.61914445917784
213,213,9.963952282401726
214,214,9.082250025734464
215,215,11.98440011559916
216,216,2.219198837288594
217,217,9.063931760595668
218,218,8.506147204532722
219,219,9.836927501717394
220,220,10.50887535069557
221,221,10.27892738911524
222,222,9.813655071978816
223,223,13.01610465523003
224,224,10.80713083870738
225,225,11.7843220093616
226,226,11.57309024325725
227,227,10.41904154166783
228,228,10.87248379561739
229,229,11.19103896325087
230,230,11.59391068534185
231,231,10.43113562917982
232,232,10.30710969180399
233,233,12.57174826808212
234,234,10.7475474140818
235,235,9.058540480844297
236,236,9.985559362201164
237,237,9.460756696247866
238,238,9.336694102685422
239,239,11.44680442715509
240,240,11.1938216474842
241,241,11.422333013402
242,242,9.655390714899813
243,243,9.139293949109351
244,244,9.117192738442942
245,245,7.469848337314552
246,246,9.248502496273067
247,247,8.101099882718334
248,248,8.671942221677579
249,249,7.344880497646962
250,250,10.23504608495513
251,251,11.15726740857792
252,252,11.88650982044866
253,253,11.43707677117808
254,254,10.58188468199771
255,255,13.89205672997687
256,256,14.3409907376203
257,257,11.71259148757272
258,258,13.29316772884744
259,259,12.21333079661516
260,260,7.069513285788137
261,261,10.27988660680085
262,262,10.37760929728829
263,263,6.218086355194083
264,264,10.5143345583704
265,265,7.314966605844885
266,266,10.27845048892514
267,267,10.43428374525049
268,268,11.57690211514483
269,269,9.92447433544806
270,270,11.72250959191754
271,271,10.73144477123751
272,272,10.14554134084966
273,273,9.069857441833292
274,274,8.486302258441329
275,275,9.28084793409458
276,276,9.067539935921207
277,277,10.9876443922065
278,278,11.88843120006428
279,279,12.19833586523632
280,280,10.61284438104262
281,281,10.25050607042402
282,282,9.296199685850183
283,283,9.725113249263178
284,284,9.93817403609524
285,285,9.835394248367685
286,286,9.932556031764276
287,287,10.46796791208895
288,288,11.51273883194102
289,289,10.55271895465508
290,290,13.3399181494464
291,291,13.85041206386928
292,292,12.44149459509223
293,293,6.455885428351605
294,294,8.752452818815435
295,295,8.658799362416996
296,296,8.51067802270763
297,297,9.125584645620322
298,298,10.77203706460284
299,299,9.059880169344446
300,300,9.263297898093334
301,301,10.7237063332512
302,302,10.43166840862188
303,303,10.27413116388603
304,304,9.871741911104817
305,305,10.71654824914885
306,306,12.18723546368556
307,307,13.94720670031656
308,308,15.57803156310232
309,309,13.30928949296888
310,310,16.67790199580817
311,311,13.39491464614413
312,312,12.93973033735882
313,313,14.9511699843005
314,314,13.82300212101292
315,315,15.53361964549123
316,316,15.16803789324772
317,317,12.68834651241355
318,318,11.26359412733375
319,319,10.81584531370643
320,320,10.93647108701732
321,321,9.629741105612698
322,322,9.531029075556496
323,323,10.95162036674572
324,324,11.23449381967344
325,325,12.03180186534917
326,326,14.33997724880004
327,327,16.09929929861555
328,328,10.77449386078936
329,329,11.27569299336961
330,330,11.58622722816001
331,331,12.78437774955562
332,332,13.25491409785207
333,333,11.72220647154859
334,334,14.9695582025569
335,335,13.03116495313057
336,336,11.68727463112996
337,337,12.032771800442
338,338,11.11266124169317
339,339,12.5116765812321
340,340,13.77664198715274
341,341,12.35353678971649
342,342,12.8014601271124
343,343,13.39391405312524
344,344,15.32924852048601
345,345,14.74394510517433
346,346,14.55923770705369
347,347,14.52526862313061
348,348,13.32662074134572
349,349,10.67535372953473
350,350,14.4596779070507
351,351,12.2922919599838
352,352,11.42398217548431
353,353,14.38441113168421
354,354,11.62204191498441
355,355,16.1208920506049
356,356,15.66682121448534
357,357,14.41718577409558
358,358,12.28438564158137
359,359,12.72975122956481
360,360,10.61118485531154
361,361,14.03032725969385
362,362,13.97543100522785
363,363,14.12240574713461
364,364,12.22153018389194
