,time_step,shannon_entropy
145,145,4.029613166749014
146,146,3.7656653376506006
147,147,3.99794466286328
148,148,4.113186796372476
149,149,4.080830141676171
150,150,4.107500263975553
151,151,3.872113801784385
152,152,4.345081789953772
153,153,4.285880692049428
154,154,4.498902579371904
155,155,4.032794760691766
156,156,4.094270155888825
157,157,4.0506739092975765
158,158,3.9486090022025055
159,159,3.968489112433863
160,160,4.2031642959410505
161,161,4.047816669798903
162,162,4.143607736331786
163,163,3.928851331735938
164,164,4.026580859717273
165,165,3.878715067761206
166,166,3.8527583872300495
167,167,3.822083004208941
168,168,4.150089168418764
169,169,4.34205163624064
170,170,3.827511283525927
171,171,3.826296293341358
172,172,4.14753987325878
173,173,4.367993744025704
174,174,3.6261461291594768
175,175,4.005783595408223
176,176,3.557481084152215
177,177,4.205097057022934
178,178,3.9930781199632297
179,179,3.985334748931891
180,180,4.157876465381327
181,181,4.131705752832616
182,182,3.94750357634484
183,183,3.7481181941261696
184,184,3.885578787455014
185,185,4.004877166118729
186,186,4.033837527321468
187,187,4.125368110532279
188,188,4.255806905382528
189,189,4.26025036184994
190,190,4.2964665608309485
191,191,3.985232485276773
192,192,3.7800836874964023
193,193,3.697324312323318
194,194,4.0880336524599645
195,195,4.100683176433014
196,196,3.8397524588892753
197,197,3.548172866824121
198,198,3.720173789381968
199,199,3.9220002709430974
200,200,3.9973893895208223
201,201,3.985294040384841
202,202,3.455504597561096
203,203,4.195654753913411
204,204,3.420503743937597
205,205,3.601813448715449
206,206,3.4116983188424475
207,207,4.009220094570752
208,208,4.01677480296351
209,209,4.004321984098043
210,210,3.9539224442166216
211,211,4.2191227646151015
212,212,4.217889001372187
213,213,3.9985871926926606
214,214,3.902487994490227
215,215,3.854103201120723
216,216,4.055107151727343
217,217,4.049792645288429
218,218,3.869000636030428
219,219,3.967874564224262
220,220,4.064803968641743
221,221,3.94012320173648
222,222,4.124754159356302
223,223,4.373821411036659
224,224,3.6477485297191694
225,225,4.28839551483619
226,226,4.071076790697533
227,227,4.307421305417263
228,228,4.03478296601965
229,229,4.11850083903556
230,230,4.220578370720321
231,231,4.138772665355595
232,232,3.9743098213306753
233,233,4.124476763856329
234,234,4.591513171452482
235,235,3.8392030830802817
236,236,3.7934517343298353
237,237,3.512414957869185
238,238,4.048322697295832
239,239,4.4307769046442
240,240,4.228177818109232
241,241,4.130312324782625
242,242,3.877372923111465
243,243,4.077345775585092
244,244,4.126555239694752
245,245,4.124151432568743
246,246,4.094151688825178
247,247,4.113945131783377
248,248,4.108868404549922
249,249,4.0700968320923465
250,250,4.011590448697727
251,251,3.862378458944024
252,252,4.504042729935887
253,253,3.480497633529652
254,254,3.7274438310195546
255,255,4.198024965142955
256,256,4.701525124595852
257,257,3.783561479288749
258,258,4.177476664620155
259,259,3.8336588527850273
260,260,3.8178738035406714
261,261,3.814988219810342
262,262,3.786411171195603
263,263,3.856648493784536
264,264,3.7752910013206415
265,265,3.776222988043464
266,266,3.7210179395038567
267,267,3.592171033127328
268,268,4.0970853034127845
269,269,4.0278774783845295
270,270,4.422026556281801
271,271,4.391357149783965
272,272,3.6911491889984527
273,273,3.788095486122836
274,274,3.4344131192097698
275,275,4.070594767339871
276,276,3.74817197292476
277,277,3.976364149702401
278,278,4.10049425340503
279,279,4.176921003071122
280,280,4.065989145504851
281,281,3.871475137085201
282,282,3.822955702822223
283,283,3.946001936674234
284,284,3.9305980018158606
285,285,3.969046610106409
286,286,4.172040756269963
287,287,4.046674354030905
288,288,3.9052172523929536
289,289,3.830543982531444
290,290,4.200936911338824
291,291,4.202722787567841
292,292,3.886333819855519
293,293,3.95698843546272
294,294,4.128109680001478
295,295,4.24555083375229
296,296,4.331764115663676
297,297,4.365494173971515
298,298,4.20501027877016
299,299,4.258843509259118
300,300,4.027897908748199
301,301,3.964841950340422
302,302,4.193819057263841
303,303,4.111128318329732
304,304,3.832994410435161
305,305,3.9149138007069006
306,306,3.778953846022001
307,307,4.3308297602819215
308,308,4.457656988171354
309,309,4.105434455656877
310,310,4.232082339067073
311,311,4.381259240411037
312,312,4.042087522412363
313,313,4.51631839684615
314,314,3.879584016372769
315,315,4.337437829616434
316,316,4.586048322351577
317,317,4.060463044764387
318,318,3.6510940416906936
319,319,3.731299948918373
320,320,3.780331460809943
321,321,3.736271765099908
322,322,3.5062442229845225
323,323,3.7678439682955607
324,324,3.706088728741553
325,325,3.2218844939415336
326,326,3.791874692221061
327,327,4.039656186276315
328,328,3.3979121515305084
329,329,4.092043501916726
330,330,3.920950057108002
331,331,4.200349367844145
332,332,3.955346887155627
333,333,3.7847884565227967
334,334,4.341188489841223
335,335,3.8499012454884096
336,336,4.084857279065549
337,337,3.847965657504716
338,338,3.7342848088042153
339,339,3.8589693190489
340,340,4.106794098267796
341,341,4.120751672319018
342,342,4.377049801276806
343,343,4.190408298761179
344,344,4.45890524444291
345,345,4.230190946385013
346,346,4.227833098358524
347,347,4.330508111379003
348,348,4.365959501680674
349,349,4.1864155015401385
350,350,4.041905591277019
351,351,3.699382716237517
352,352,4.263105181341915
353,353,3.93693341583736
354,354,4.114171867001717
355,355,4.365732539153685
356,356,4.376876381693137
357,357,4.449736384673349
358,358,3.736032202464386
359,359,4.04572262239962
360,360,3.844798116167545
361,361,4.136167636399253
362,362,4.176964109898594
363,363,4.213699673148676
364,364,4.140884731229947
