,time_step,shannon_entropy
1,1,4.329509977648489
2,2,4.238701647949141
3,3,4.011564970409371
4,4,3.792631236729096
5,5,4.188507386307473
6,6,3.811028544788068
7,7,4.083661571193752
8,8,4.223175608016756
9,9,4.161322929215112
10,10,3.948963463953992
11,11,4.107910957093875
12,12,4.192220290461791
13,13,4.363137893290202
14,14,4.172523517695465
15,15,4.14549308740524
16,16,4.269777047306569
17,17,4.283753981664939
18,18,4.157049978508209
19,19,4.067780440402714
20,20,3.979126104765248
21,21,3.8813210632571735
22,22,3.934510362958375
23,23,4.185722689802434
24,24,4.35286249927937
25,25,4.178208760705325
26,26,3.425165328915964
27,27,4.241153735132248
28,28,3.817731170637655
29,29,3.910404695712946
30,30,3.97612023395625
31,31,4.067159703092281
32,32,3.884122192290989
33,33,4.028611551452128
34,34,4.090549266317638
35,35,4.141063765437431
36,36,3.873196125242809
37,37,4.317077086185227
38,38,3.8725780551037694
39,39,3.9363873263766296
40,40,4.035947178349899
41,41,4.174407472084316
42,42,4.423971912049133
43,43,4.146683984140942
44,44,3.9614248674602046
45,45,3.7692796007582423
46,46,3.826372352729564
47,47,3.74034987427331
48,48,3.9480260142887222
49,49,3.938149407612626
50,50,4.123973204497028
51,51,4.06661023632855
52,52,3.998661656403148
53,53,3.985020786067383
54,54,4.020103525373902
55,55,4.5430502782119335
56,56,4.394243724249475
57,57,4.141600956753759
58,58,4.184261105458621
59,59,4.46391028229906
60,60,4.2186045927028655
61,61,4.212203900893008
62,62,4.192952724012876
63,63,4.358549083054396
64,64,4.261743790823018
65,65,4.3011776679347
66,66,4.582362909708928
67,67,4.090554949180024
68,68,4.21850332228194
69,69,4.422468454463584
70,70,4.027847781601197
71,71,4.2430553439282335
72,72,4.2124625085806375
73,73,3.9624372322922663
74,74,4.110630554952079
75,75,4.322949143727635
76,76,4.108203053210389
77,77,3.794784007769836
78,78,3.763901199683334
79,79,3.8410037721762382
80,80,3.517256318626458
81,81,3.6485271583779246
82,82,3.7996762628381497
83,83,3.987986578616064
84,84,3.9512236549187887
85,85,3.7694605160723182
86,86,3.811928251244436
87,87,3.683584556725928
88,88,3.78452075252145
89,89,4.2845788414045325
90,90,4.227112429181531
91,91,4.256518420532737
92,92,4.244384239014471
93,93,4.232215266640286
94,94,4.2334792087604605
95,95,4.205216025617607
96,96,4.158312225841618
97,97,3.719764854469195
98,98,3.7997371656811096
99,99,4.081116520821488
100,100,4.170403610790407
101,101,4.423924138393509
102,102,4.188361198175841
103,103,3.856451117785126
104,104,4.033565482515604
105,105,3.5838962432254813
106,106,3.086043471863518
107,107,2.5400682124952496
108,108,3.574193740316665
109,109,3.743180316777124
110,110,3.799359359714607
111,111,3.6915836619127647
112,112,3.6742514490200313
113,113,3.4886645538250765
114,114,3.710869506486612
115,115,3.7178821843760193
116,116,3.456894326873447
117,117,3.426384866882604
118,118,3.3030988706975117
119,119,3.779839902165562
120,120,3.960704357697727
121,121,4.077522965333893
122,122,4.10697735336427
123,123,4.224172454388975
124,124,4.144526497554992
125,125,3.947470609744551
126,126,4.005592207559684
127,127,3.4947990996493847
128,128,3.57386120067519
129,129,3.3156085250843805
130,130,3.3291220290005428
131,131,3.4811648196626246
132,132,3.83578668741851
133,133,4.126038151679555
134,134,4.255869375669134
135,135,4.176818014089913
136,136,4.168211229301101
137,137,4.157996036585988
138,138,3.973463224007927
139,139,3.831007669455943
140,140,3.8796421249113
141,141,4.05289365927464
142,142,3.8435003024396193
143,143,4.275765750602922
144,144,4.169862871549431
