,time_step,faith_pd
0,1,4.873060714976409
1,2,4.316254287703828
2,3,5.259860312218986
3,4,5.122011220806638
4,5,5.365218852482071
5,6,6.168068433411237
6,7,6.59524724924095
7,8,6.153365467880755
8,9,6.48196725263362
9,10,7.399467905822236
10,11,7.583279070111679
11,12,6.142272739625618
12,13,7.629509540756919
13,14,9.129175826917823
14,15,8.658948331494033
15,16,8.878627339313258
16,17,6.766313171996309
17,18,8.946243844293866
18,19,9.392291874062602
19,20,7.441578716174215
20,21,5.690815777510814
21,22,12.26920694051548
22,23,8.649212253953985
23,24,8.631962386870121
24,25,7.474829214917156
25,26,7.229994354438483
26,27,7.565294307034065
27,28,6.708028469561077
28,29,7.946822256326158
29,30,7.652051219749138
30,31,6.831886722727759
31,32,6.915250928849453
32,33,6.98059982352817
33,34,7.294709119965642
34,35,7.317475400640408
35,36,7.358359983065062
36,37,7.369543934604202
37,38,7.369543934604202
38,39,7.162603880444351
39,40,7.029690590464051
40,41,6.595628130219211
41,42,6.524338367510342
42,43,9.510176808970977
43,44,7.37217649988718
44,45,6.442841653946354
45,46,7.174467204424868
46,47,7.888710782072407
47,48,6.991005032534128
48,49,8.659523319202409
49,50,8.151655458863456
50,51,9.424070068917173
51,52,10.48662416000006
52,53,9.089209706506502
53,54,8.136749649766074
54,55,11.63746237724752
55,56,11.20922577686238
56,57,8.512493891024084
57,58,11.17877585616164
58,59,10.95885493267883
59,60,10.49474577169621
60,61,9.23793383388476
61,62,9.840208440110237
62,63,9.872402035821258
63,64,10.015409175175
64,65,10.5392267474286
65,66,10.74928903155001
66,67,10.69131761634797
67,68,10.44706222726106
68,69,9.959639326269729
69,70,9.671804544605456
70,71,9.52457823755342
71,72,10.49907740260375
72,73,10.48200787161047
73,74,10.73966977400816
74,75,10.42859519580739
75,76,10.41640874546471
76,77,10.41151297964711
77,78,10.12193618580215
78,79,9.32761181369432
79,80,8.872407259937875
80,81,8.8839368561471
81,82,10.06046985396553
82,83,8.642096296870589
83,84,8.006059174381338
84,85,8.145754655319617
85,86,8.11832638524655
86,87,8.517643545418277
87,88,8.695366914589158
88,89,8.544938655555748
89,90,8.74044773149835
90,91,7.798127938462111
91,92,9.051528593976554
92,93,9.874846990035088
93,94,10.03780891029275
94,95,9.104572956030548
95,96,10.98283649164176
96,97,7.562235409512626
97,98,8.09089885392081
98,99,7.849487664197893
99,100,8.634472502074619
100,101,9.009965372249086
101,102,8.32837190866881
102,103,9.588521620884205
103,104,8.435620733346513
104,105,8.704963432503348
105,106,8.891527709176666
106,107,8.897917964906844
107,108,8.87773371597646
108,109,8.724406598967372
109,110,8.361842824436625
110,111,8.015863232407382
111,112,7.861564699844148
112,113,6.651998646747975
113,114,6.258577837692203
114,115,8.005094772342792
115,116,7.603371358784626
116,117,7.390621944502081
117,118,7.924887549114345
118,119,7.972612292767735
119,120,8.081648927703524
120,121,7.4515823024556
121,122,11.24762404623696
122,123,10.73582637728032
123,124,7.237583436900801
124,125,10.43441375388785
125,126,9.370046955793642
126,127,10.91130984740797
127,128,11.83456790967582
128,129,10.78530395105592
129,130,7.848899099788049
130,131,8.589474424606577
131,132,8.224434624915846
132,133,10.61565115835538
133,134,8.0400574824213
134,135,11.18029954089533
135,136,8.558133843638629
136,137,9.514492282627891
137,138,7.829198125805732
138,139,12.06500988692234
139,140,9.44272987975928
140,141,7.780218758736547
141,142,7.868263205530747
142,143,9.07366037207706
143,144,12.32298586035739
144,145,8.62787123496226
145,146,9.072806987721195
146,147,11.29145570048843
147,148,9.241727276865056
148,149,10.90763801078237
149,150,12.21177786376185
150,151,9.232940739121856
151,152,11.21837305252202
152,153,8.149062673662423
153,154,8.083734156811603
154,155,8.207011157276403
155,156,11.6959753729622
156,157,9.03365243576776
157,158,8.288324811245248
158,159,8.652892955869337
159,160,8.980787273343013
160,161,8.32938161082532
161,162,8.396086326770808
162,163,9.732131007605645
163,164,10.95757347086975
164,165,10.89679487884335
165,166,10.648431529868
166,167,8.081549330983638
167,168,8.4153581446231
168,169,9.70198390280013
169,170,9.042173519660953
170,171,8.7394868677603
171,172,7.690704829748624
172,173,8.5573178763741
173,174,8.556601261636986
174,175,8.705651462849312
175,176,9.01190330087372
176,177,8.274509489186853
177,178,9.937375267387065
178,179,11.20042647775373
179,180,7.559942581051622
180,181,11.33635342351355
181,182,7.890600275937372
182,183,8.02249156363311
183,184,9.519474378832912
184,185,9.486056576827025
