,time_step,shannon_entropy
133,133,4.363696183688823
134,134,4.293198764955691
135,135,4.26130255513563
136,136,4.225506149894654
137,137,4.591678948126282
138,138,3.3519199732195943
139,139,4.127319825901241
140,140,5.043734522843292
141,141,5.013413945305416
142,142,4.284122887278702
143,143,4.0621556052565895
144,144,3.982928495541384
145,145,3.983444060892896
146,146,3.871115293318137
147,147,3.785319482444527
148,148,4.3268473594691805
149,149,4.657788548994677
150,150,4.623230458961479
151,151,4.47606506022368
152,152,4.246705013342477
153,153,3.613493047456066
154,154,3.982105353294199
155,155,3.7304699215653456
156,156,2.237850371176964
157,157,2.196560568935917
158,158,2.523122265519517
159,159,2.714813852091288
160,160,3.090471035086628
161,161,3.2430376788165103
162,162,3.450179739558752
163,163,3.5622518747344354
164,164,3.550395093965544
165,165,3.2264339257765
166,166,3.4055522206935875
167,167,3.756755191732792
168,168,3.569539324129613
169,169,3.479068132499535
170,170,3.824287012353392
171,171,3.62249524226796
172,172,3.3231341051312904
173,173,3.328146696942994
174,174,3.338379229075085
175,175,3.379156508887072
176,176,3.8807210470288855
177,177,3.8161460147489072
178,178,3.6156629634642936
179,179,3.5472575970513134
180,180,3.440040640176181
181,181,3.2908015384915625
182,182,3.2432229993143813
183,183,3.2901977955620603
184,184,3.3621200781057787
185,185,3.6176031863560314
186,186,2.4284800260857797
187,187,2.9124917199339526
188,188,3.453768491641307
189,189,3.704610001419876
190,190,3.3494628740845567
191,191,3.69742564214902
192,192,3.6245889953653534
193,193,3.4498837711381705
194,194,3.643071984818979
195,195,3.770072938977351
196,196,3.5731579991506277
197,197,3.65169973881901
198,198,3.423483813098156
199,199,3.5066994310307047
200,200,3.514586761211945
201,201,3.648241196536578
202,202,3.8958594894796215
203,203,4.10621380142647
204,204,3.905557230106299
205,205,3.891025611442622
206,206,3.834300392405305
207,207,3.7709084057760336
208,208,3.714205017695941
209,209,3.626980851112761
210,210,3.3945063155134734
211,211,3.635337944785975
212,212,3.9328332062827447
213,213,3.5779335666593046
214,214,3.620637586848199
215,215,3.651321611536519
216,216,3.8463506003414127
217,217,4.297271424641106
218,218,4.202992882466344
219,219,4.034651085576475
220,220,3.840757900095734
221,221,3.6782724799647366
222,222,3.5391164744486314
223,223,3.443556814632178
224,224,3.394474586726625
225,225,3.424323556960943
226,226,3.72929592474966
227,227,4.078913133309542
228,228,4.265733675360217
229,229,3.665564069706341
230,230,3.7722011545488097
231,231,3.905581205348825
232,232,3.6998199034935024
233,233,3.253222185161769
234,234,3.312796350171454
235,235,3.372142374103643
236,236,3.436629492940391
237,237,3.4917023825777
238,238,3.605806101259205
239,239,3.664000500137045
240,240,3.686254284620359
241,241,3.736929367524031
242,242,4.189992064263715
243,243,4.261951866635181
244,244,4.33912781975183
245,245,4.392095266009695
246,246,4.390632636401736
247,247,4.405560538390935
248,248,4.354768909016404
249,249,4.280655771803153
250,250,4.17329438105611
251,251,4.051922786891237
252,252,3.873597364150687
